student_name,"skills",years_of_experience,cgpa,projects,label
Rohan Reddy,"Embedded Systems, Python, Machine Learning, VLSI Design, MATLAB",4.6,8.85,Image Processing System,1
Kiran Iyer,"Embedded Systems, Python, Machine Learning, IoT, Verilog",4.4,8.78,Robotics Arm,1
Vihaan Sharma,"Embedded Systems, Python, Machine Learning, PCB Design, Signal Processing",1.4,9.44,Image Processing System,1
Vikram Kumar,"Embedded Systems, Python, Machine Learning, MATLAB, IoT",4.6,8.3,Smart Home Automation,1
Aditya Yadav,"Embedded Systems, Python, Machine Learning, MATLAB, Signal Processing",4.6,8.02,IoT Weather Station,1
Vihaan Singh,"Embedded Systems, Python, Machine Learning, Signal Processing, PCB Design",1.3,8.49,Wireless Communication Model,1
Vikram Reddy,"Embedded Systems, Python, Machine Learning, Verilog, MATLAB",4.2,7.76,Wireless Communication Model,1
Kiran Iyer,"Embedded Systems, Python, Machine Learning, MATLAB, C Programming",3.4,9.5,Robotics Arm,1
Sai Iyer,"Embedded Systems, Python, Machine Learning, Signal Processing, IoT",4.4,9.49,Robotics Arm,1
Kiran Iyer,"Embedded Systems, Python, Machine Learning, Signal Processing, MATLAB",4.7,8.9,Signal Analyzer,1
Rohan Gupta,"Embedded Systems, Python, Machine Learning, PCB Design, IoT",3.8,8.43,Image Processing System,1
Vihaan Yadav,"Embedded Systems, Python, Machine Learning, VLSI Design, Signal Processing",3.8,8.29,Signal Analyzer,1
Vihaan Singh,"Embedded Systems, Python, Machine Learning, PCB Design, Signal Processing",4.2,8.74,Image Processing System,1
Sai Verma,"Embedded Systems, Python, Machine Learning, Verilog, VLSI Design",3.2,8.99,Smart Home Automation,1
Rahul Verma,"Embedded Systems, Python, Machine Learning, MATLAB, Signal Processing",4.6,7.75,Robotics Arm,1
Vikram Gupta,"Embedded Systems, Python, Machine Learning, PCB Design, IoT",4.6,9.79,Signal Analyzer,1
Vikram Naidu,"Embedded Systems, Python, Machine Learning, MATLAB, PCB Design",2.1,9.49,IoT Weather Station,1
Rohan Reddy,"Embedded Systems, Python, Machine Learning, Signal Processing, IoT",4.2,9.83,Robotics Arm,1
Aarav Iyer,"Embedded Systems, Python, Machine Learning, MATLAB, IoT",2.1,9.26,Image Processing System,1
Aditya Gupta,"Embedded Systems, Python, Machine Learning, C Programming, IoT",2.4,9.56,Robotics Arm,1
Rahul Gupta,"Embedded Systems, Python, Machine Learning, VLSI Design, Signal Processing",2.9,8.66,Robotics Arm,1
Aditya Verma,"Embedded Systems, Python, Machine Learning, PCB Design, IoT",3.8,7.54,IoT Weather Station,1
Krishna Kumar,"Embedded Systems, Python, Machine Learning, IoT, MATLAB",4.5,8.85,Image Processing System,1
Aditya Iyer,"Embedded Systems, Python, Machine Learning, IoT, Signal Processing",1.1,8.41,Wireless Communication Model,1
Krishna Iyer,"Embedded Systems, Python, Machine Learning, Verilog, C Programming",4.4,8.24,Smart Home Automation,1
Kiran Naidu,"Embedded Systems, Python, Machine Learning, C Programming, Verilog",2.2,9.18,Image Processing System,1
Kiran Iyer,"Embedded Systems, Python, Machine Learning, C Programming, PCB Design",1.5,8.97,Signal Analyzer,1
Vihaan Verma,"Embedded Systems, Python, Machine Learning, PCB Design, MATLAB",2.1,8.24,IoT Weather Station,1
Kiran Yadav,"Embedded Systems, Python, Machine Learning, Verilog, IoT",2.4,8.49,Wireless Communication Model,1
Rohan Yadav,"Embedded Systems, Python, Machine Learning, Signal Processing, C Programming",4.6,9.52,IoT Weather Station,1
Vihaan Singh,"Embedded Systems, Python, Machine Learning, MATLAB, VLSI Design",2.3,8.43,IoT Weather Station,1
Kiran Yadav,"Embedded Systems, Python, Machine Learning, VLSI Design, MATLAB",4.9,7.73,Robotics Arm,1
Kiran Gupta,"Embedded Systems, Python, Machine Learning, IoT, PCB Design",1.9,9.65,Image Processing System,1
Sai Kumar,"Embedded Systems, Python, Machine Learning, PCB Design, MATLAB",2,8.16,Robotics Arm,1
Sai Iyer,"Embedded Systems, Python, Machine Learning, Verilog, VLSI Design",1.4,8.38,AI Based Fault Detection,1
Vihaan Patel,"Embedded Systems, Python, Machine Learning, IoT, Signal Processing",4.7,7.58,Wireless Communication Model,1
Arjun Yadav,"Embedded Systems, Python, Machine Learning, PCB Design, Signal Processing",4.9,8.34,Smart Home Automation,1
Rahul Reddy,"Embedded Systems, Python, Machine Learning, MATLAB, VLSI Design",1.9,9.64,Image Processing System,1
Aditya Sharma,"Embedded Systems, Python, Machine Learning, Signal Processing, PCB Design",4.1,9.45,FPGA Based Design,1
Aditya Naidu,"Embedded Systems, Python, Machine Learning, VLSI Design, IoT",2.9,8.72,IoT Weather Station,1
Kiran Patel,"Embedded Systems, Python, Machine Learning, Signal Processing, Verilog",1.4,7.85,FPGA Based Design,1
Sai Iyer,"Embedded Systems, Python, Machine Learning, MATLAB, VLSI Design",1.8,9.1,Robotics Arm,1
Aarav Reddy,"Embedded Systems, Python, Machine Learning, VLSI Design, PCB Design",2.7,9.22,Smart Home Automation,1
Rahul Kumar,"Embedded Systems, Python, Machine Learning, IoT, MATLAB",3.2,9.45,Smart Home Automation,1
Sai Verma,"Embedded Systems, Python, Machine Learning, MATLAB, PCB Design",1.2,8.13,FPGA Based Design,1
Aditya Naidu,"Embedded Systems, Python, Machine Learning, Signal Processing, Verilog",4.4,7.72,Smart Home Automation,1
Rohan Naidu,"Embedded Systems, Python, Machine Learning, MATLAB, IoT",1.3,8.23,Signal Analyzer,1
Arjun Reddy,"Embedded Systems, Python, Machine Learning, PCB Design, MATLAB",2.7,8.14,Wireless Communication Model,1
Kiran Verma,"Embedded Systems, Python, Machine Learning, IoT, C Programming",4.4,8.38,Wireless Communication Model,1
Arjun Gupta,"Embedded Systems, Python, Machine Learning, VLSI Design, Signal Processing",2.5,8.47,FPGA Based Design,1
Krishna Sharma,"Embedded Systems, Python, Machine Learning, C Programming, VLSI Design",3.5,9.2,AI Based Fault Detection,1
Vikram Sharma,"Embedded Systems, Python, Machine Learning, C Programming, Verilog",2.7,9.56,Robotics Arm,1
Vihaan Naidu,"Embedded Systems, Python, Machine Learning, C Programming, IoT",1.7,8.41,FPGA Based Design,1
Rahul Gupta,"Embedded Systems, Python, Machine Learning, PCB Design, Verilog",1.5,9.46,Smart Home Automation,1
Rahul Gupta,"Embedded Systems, Python, Machine Learning, C Programming, VLSI Design",1.3,9.22,Robotics Arm,1
Arjun Patel,"Embedded Systems, Python, Machine Learning, PCB Design, IoT",3.6,7.65,IoT Weather Station,1
Vihaan Singh,"Embedded Systems, Python, Machine Learning, Verilog, MATLAB",2.8,7.53,Wireless Communication Model,1
Rahul Singh,"Embedded Systems, Python, Machine Learning, C Programming, Signal Processing",1.9,9.58,Smart Home Automation,1
Rohan Patel,"Embedded Systems, Python, Machine Learning, Verilog, IoT",1.2,9.33,Robotics Arm,1
Vihaan Iyer,"Embedded Systems, Python, Machine Learning, PCB Design, C Programming",1.5,9.7,Wireless Communication Model,1
Aditya Verma,"Embedded Systems, Python, Machine Learning, C Programming, MATLAB",2.8,8.14,Smart Home Automation,1
Arjun Naidu,"Embedded Systems, Python, Machine Learning, PCB Design, Verilog",1.2,7.57,IoT Weather Station,1
Kiran Reddy,"Embedded Systems, Python, Machine Learning, Verilog, VLSI Design",1.1,9.42,Signal Analyzer,1
Rohan Naidu,"Embedded Systems, Python, Machine Learning, IoT, PCB Design",5,9.09,IoT Weather Station,1
Arjun Singh,"Embedded Systems, Python, Machine Learning, Signal Processing, IoT",1,8.98,IoT Weather Station,1
Vihaan Gupta,"Embedded Systems, Python, Machine Learning, C Programming, Signal Processing",2.6,9.61,Smart Home Automation,1
Vikram Yadav,"Embedded Systems, Python, Machine Learning, C Programming, MATLAB",4.6,7.64,IoT Weather Station,1
Vihaan Naidu,"Embedded Systems, Python, Machine Learning, Verilog, IoT",4.5,9.4,Wireless Communication Model,1
Rahul Gupta,"Embedded Systems, Python, Machine Learning, C Programming, PCB Design",3.4,8.36,Signal Analyzer,1
Krishna Naidu,"Embedded Systems, Python, Machine Learning, Verilog, IoT",4.1,9.65,IoT Weather Station,1
Kiran Iyer,"Embedded Systems, Python, Machine Learning, Verilog, Signal Processing",3.9,7.96,Signal Analyzer,1
Krishna Iyer,"Embedded Systems, Python, Machine Learning, Verilog, VLSI Design",1.2,7.81,IoT Weather Station,1
Vikram Reddy,"Embedded Systems, Python, Machine Learning, Verilog, VLSI Design",1.3,8.42,Smart Home Automation,1
Aditya Yadav,"Embedded Systems, Python, Machine Learning, Signal Processing, PCB Design",4,7.6,IoT Weather Station,1
Aditya Singh,"Embedded Systems, Python, Machine Learning, C Programming, PCB Design",5,8.14,Smart Home Automation,1
Kiran Reddy,"Embedded Systems, Python, Machine Learning, VLSI Design, IoT",2.2,8.09,AI Based Fault Detection,1
Aditya Iyer,"Embedded Systems, Python, Machine Learning, PCB Design, Verilog",2.8,9.71,Smart Home Automation,1
Rahul Reddy,"Embedded Systems, Python, Machine Learning, MATLAB, VLSI Design",1,9.3,Wireless Communication Model,1
Rahul Singh,"Embedded Systems, Python, Machine Learning, IoT, VLSI Design",3.4,9.64,Image Processing System,1
Krishna Sharma,"Embedded Systems, Python, Machine Learning, PCB Design, Verilog",2.8,8.37,Image Processing System,1
Rohan Sharma,"Embedded Systems, Python, Machine Learning, IoT, PCB Design",3,8.14,FPGA Based Design,1
Vikram Verma,"Embedded Systems, Python, Machine Learning, PCB Design, MATLAB",2.3,8.15,Robotics Arm,1
Rahul Singh,"Embedded Systems, Python, Machine Learning, Signal Processing, VLSI Design",3.1,9.34,IoT Weather Station,1
Rahul Kumar,"Embedded Systems, Python, Machine Learning, Signal Processing, PCB Design",4.8,8.84,Image Processing System,1
Vikram Patel,"Embedded Systems, Python, Machine Learning, C Programming, IoT",1.4,8.25,Smart Home Automation,1
Vikram Iyer,"Embedded Systems, Python, Machine Learning, PCB Design, C Programming",3.2,8.96,IoT Weather Station,1
Rohan Patel,"Embedded Systems, Python, Machine Learning, VLSI Design, PCB Design",3.8,7.99,FPGA Based Design,1
Vihaan Verma,"Embedded Systems, Python, Machine Learning, Verilog, Signal Processing",3.6,8.78,Image Processing System,1
Rohan Sharma,"Embedded Systems, Python, Machine Learning, VLSI Design, C Programming",2.4,9.27,AI Based Fault Detection,1
Vihaan Singh,"Embedded Systems, Python, Machine Learning, PCB Design, Signal Processing",4,8.91,Robotics Arm,1
Vikram Yadav,"Embedded Systems, Python, Machine Learning, PCB Design, MATLAB",3.4,9.79,AI Based Fault Detection,1
Kiran Verma,"Embedded Systems, Python, Machine Learning, VLSI Design, Verilog",2.2,8.39,Wireless Communication Model,1
Rahul Kumar,"Embedded Systems, Python, Machine Learning, MATLAB, PCB Design",2.1,8.67,AI Based Fault Detection,1
Vikram Naidu,"Embedded Systems, Python, Machine Learning, VLSI Design, Verilog",2.5,9.94,Robotics Arm,1
Aditya Sharma,"Embedded Systems, Python, Machine Learning, C Programming, PCB Design",4.1,9.74,Signal Analyzer,1
Arjun Reddy,"Embedded Systems, Python, Machine Learning, IoT, C Programming",2.6,9.86,FPGA Based Design,1
Vihaan Kumar,"Embedded Systems, Python, Machine Learning, MATLAB, IoT",3.5,8.52,Robotics Arm,1
Vikram Kumar,"Embedded Systems, Python, Machine Learning, VLSI Design, PCB Design",3.3,8.93,AI Based Fault Detection,1
Vihaan Reddy,"Embedded Systems, Python, Machine Learning, Verilog, VLSI Design",1.4,9.51,Image Processing System,1
Rohan Iyer,"Embedded Systems, Python, Machine Learning, IoT, Signal Processing",3.7,9.43,Robotics Arm,1
Vihaan Gupta,"Embedded Systems, Python, Machine Learning, PCB Design, IoT",1.7,8.84,Smart Home Automation,1
Kiran Sharma,"Embedded Systems, Python, Machine Learning, PCB Design, Signal Processing",1.4,8.08,Robotics Arm,1
Vikram Patel,"Embedded Systems, Python, Machine Learning, IoT, VLSI Design",2.1,8.46,Wireless Communication Model,1
Arjun Patel,"Embedded Systems, Python, Machine Learning, IoT, VLSI Design",3.5,7.93,Robotics Arm,1
Krishna Singh,"Embedded Systems, Python, Machine Learning, Verilog, Signal Processing",1.3,9.67,Robotics Arm,1
Rahul Verma,"Embedded Systems, Python, Machine Learning, C Programming, MATLAB",2.6,7.93,FPGA Based Design,1
Rahul Verma,"Embedded Systems, Python, Machine Learning, MATLAB, VLSI Design",4.4,8.3,AI Based Fault Detection,1
Sai Naidu,"Embedded Systems, Python, Machine Learning, Signal Processing, C Programming",2.9,8.88,IoT Weather Station,1
Aarav Gupta,"Embedded Systems, Python, Machine Learning, PCB Design, C Programming",2.9,9.15,Robotics Arm,1
Sai Patel,"Embedded Systems, Python, Machine Learning, C Programming, PCB Design",2.2,8.31,Robotics Arm,1
Rahul Iyer,"Embedded Systems, Python, Machine Learning, C Programming, MATLAB",1.1,8.88,Image Processing System,1
Vihaan Verma,"Embedded Systems, Python, Machine Learning, PCB Design, IoT",1.9,9.41,Image Processing System,1
Aarav Patel,"Embedded Systems, Python, Machine Learning, Verilog, C Programming",2.8,8.59,AI Based Fault Detection,1
Aarav Naidu,"Embedded Systems, Python, Machine Learning, MATLAB, Signal Processing",3.3,8.01,Smart Home Automation,1
Arjun Reddy,"Embedded Systems, Python, Machine Learning, Verilog, Signal Processing",4.2,8.49,Wireless Communication Model,1
Rohan Naidu,"Embedded Systems, Python, Machine Learning, Signal Processing, VLSI Design",1.8,8.59,AI Based Fault Detection,1
Kiran Singh,"Embedded Systems, Python, Machine Learning, IoT, Signal Processing",3.8,8.12,Robotics Arm,1
Rahul Sharma,"Embedded Systems, Python, Machine Learning, MATLAB, Signal Processing",1.1,9.83,FPGA Based Design,1
Aarav Patel,"Embedded Systems, Python, Machine Learning, Verilog, MATLAB",2.8,7.83,Robotics Arm,1
Rahul Patel,"Embedded Systems, Python, Machine Learning, PCB Design, Signal Processing",3.1,9.48,Signal Analyzer,1
Rahul Singh,"Embedded Systems, Python, Machine Learning, IoT, C Programming",3.8,9.5,Smart Home Automation,1
Vikram Patel,"Embedded Systems, Python, Machine Learning, Verilog, MATLAB",1.9,8.8,Signal Analyzer,1
Kiran Gupta,"Embedded Systems, Python, Machine Learning, IoT, Verilog",3.1,8.77,IoT Weather Station,1
Arjun Naidu,"Embedded Systems, Python, Machine Learning, PCB Design, Verilog",2.7,8.32,Signal Analyzer,1
Krishna Singh,"Embedded Systems, Python, Machine Learning, VLSI Design, PCB Design",2,9.59,FPGA Based Design,1
Aarav Gupta,"Embedded Systems, Python, Machine Learning, Signal Processing, IoT",4,9.9,Smart Home Automation,1
Arjun Naidu,"Embedded Systems, Python, Machine Learning, Verilog, MATLAB",1.2,9.55,AI Based Fault Detection,1
Rohan Sharma,"Embedded Systems, Python, Machine Learning, VLSI Design, Verilog",4.6,8.13,Image Processing System,1
Krishna Verma,"Embedded Systems, Python, Machine Learning, Verilog, IoT",3.1,7.83,Image Processing System,1
Aditya Yadav,"Embedded Systems, Python, Machine Learning, Verilog, PCB Design",3.6,9.87,FPGA Based Design,1
Aditya Iyer,"Embedded Systems, Python, Machine Learning, Verilog, MATLAB",2.1,7.89,FPGA Based Design,1
Arjun Reddy,"Embedded Systems, Python, Machine Learning, Verilog, Signal Processing",3.4,9.34,AI Based Fault Detection,1
Aarav Kumar,"Embedded Systems, Python, Machine Learning, C Programming, VLSI Design",2.2,9.91,Robotics Arm,1
Sai Verma,"Embedded Systems, Python, Machine Learning, C Programming, MATLAB",4.6,8.76,Wireless Communication Model,1
Sai Kumar,"Embedded Systems, Python, Machine Learning, Signal Processing, Verilog",1.4,7.59,FPGA Based Design,1
Arjun Reddy,"Embedded Systems, Python, Machine Learning, PCB Design, C Programming",2.9,8.06,AI Based Fault Detection,1
Arjun Naidu,"Embedded Systems, Python, Machine Learning, MATLAB, IoT",3.9,9.81,Image Processing System,1
Rohan Patel,"Embedded Systems, Python, Machine Learning, C Programming, Signal Processing",2.5,7.56,Robotics Arm,1
Rahul Verma,"Embedded Systems, Python, Machine Learning, MATLAB, Signal Processing",3.3,9.06,Image Processing System,1
Aarav Iyer,"Embedded Systems, Python, Machine Learning, IoT, Verilog",2,8.13,Signal Analyzer,1
Sai Gupta,"Embedded Systems, Python, Machine Learning, IoT, C Programming",4.6,7.9,Image Processing System,1
Aditya Singh,"Embedded Systems, Python, Machine Learning, MATLAB, VLSI Design",4.4,8.21,Image Processing System,1
Krishna Yadav,"Embedded Systems, Python, Machine Learning, VLSI Design, Signal Processing",4.7,8.64,Robotics Arm,1
Rahul Naidu,"Embedded Systems, Python, Machine Learning, VLSI Design, IoT",4.8,8.17,Image Processing System,1
Rahul Patel,"Embedded Systems, Python, Machine Learning, PCB Design, VLSI Design",2.3,8.51,Smart Home Automation,1
Krishna Yadav,"Embedded Systems, Python, Machine Learning, IoT, C Programming",4.1,7.76,Wireless Communication Model,1
Vikram Kumar,"Embedded Systems, Python, Machine Learning, VLSI Design, PCB Design",3.3,9.34,IoT Weather Station,1
Vihaan Patel,"Embedded Systems, Python, Machine Learning, Verilog, IoT",2.8,7.91,IoT Weather Station,1
Aarav Singh,"Embedded Systems, Python, Machine Learning, C Programming, VLSI Design",4.7,9.88,Wireless Communication Model,1
Aditya Naidu,"Embedded Systems, Python, Machine Learning, Signal Processing, C Programming",4.8,9,FPGA Based Design,1
Kiran Kumar,"Embedded Systems, Python, Machine Learning, VLSI Design, Signal Processing",2.2,8.25,Smart Home Automation,1
Rohan Reddy,"Embedded Systems, Python, Machine Learning, VLSI Design, IoT",1.7,8.52,Robotics Arm,1
Rahul Sharma,"Embedded Systems, Python, Machine Learning, VLSI Design, Verilog",2.9,8.97,Robotics Arm,1
Rahul Gupta,"Embedded Systems, Python, Machine Learning, IoT, PCB Design",1.1,9.53,IoT Weather Station,1
Kiran Naidu,"Embedded Systems, Python, Machine Learning, Verilog, VLSI Design",4.1,9.81,Robotics Arm,1
Krishna Verma,"Embedded Systems, Python, Machine Learning, PCB Design, C Programming",4.2,8.42,IoT Weather Station,1
Rahul Kumar,"Embedded Systems, Python, Machine Learning, VLSI Design, Verilog",3.7,8.6,Robotics Arm,1
Rohan Singh,"Embedded Systems, Python, Machine Learning, VLSI Design, C Programming",1.7,9.03,Signal Analyzer,1
Sai Gupta,"Embedded Systems, Python, Machine Learning, C Programming, MATLAB",1.1,7.82,AI Based Fault Detection,1
Arjun Verma,"Embedded Systems, Python, Machine Learning, IoT, PCB Design",1.9,7.87,Image Processing System,1
Aarav Kumar,"Embedded Systems, Python, Machine Learning, PCB Design, MATLAB",1,9.92,Robotics Arm,1
Rohan Sharma,"Embedded Systems, Python, Machine Learning, MATLAB, VLSI Design",3.6,7.51,Wireless Communication Model,1
Aditya Reddy,"Embedded Systems, Python, Machine Learning, IoT, VLSI Design",3.6,8.06,AI Based Fault Detection,1
Rahul Yadav,"Embedded Systems, Python, Machine Learning, Verilog, Signal Processing",2.3,7.77,Image Processing System,1
Vihaan Yadav,"Embedded Systems, Python, Machine Learning, Verilog, MATLAB",2.2,9.83,FPGA Based Design,1
Arjun Verma,"Embedded Systems, Python, Machine Learning, MATLAB, PCB Design",1.8,9.76,FPGA Based Design,1
Vikram Gupta,"Embedded Systems, Python, Machine Learning, MATLAB, IoT",1.4,9.23,IoT Weather Station,1
Vikram Kumar,"Embedded Systems, Python, Machine Learning, PCB Design, C Programming",2.3,9.04,Signal Analyzer,1
Aarav Sharma,"Embedded Systems, Python, Machine Learning, Verilog, C Programming",3,9.2,Robotics Arm,1
Kiran Singh,"Embedded Systems, Python, Machine Learning, C Programming, VLSI Design",3,8.3,Smart Home Automation,1
Rahul Gupta,"Embedded Systems, Python, Machine Learning, MATLAB, Signal Processing",3.5,7.75,Smart Home Automation,1
Arjun Kumar,"Embedded Systems, Python, Machine Learning, PCB Design, Signal Processing",3,8.56,IoT Weather Station,1
Vikram Kumar,"Embedded Systems, Python, Machine Learning, MATLAB, Verilog",2.9,9.36,Robotics Arm,1
Kiran Gupta,"Embedded Systems, Python, Machine Learning, C Programming, PCB Design",4.4,8.86,FPGA Based Design,1
Kiran Sharma,"Embedded Systems, Python, Machine Learning, VLSI Design, Signal Processing",4.6,7.84,Signal Analyzer,1
Sai Iyer,"Embedded Systems, Python, Machine Learning, IoT, MATLAB",3,8.67,Signal Analyzer,1
Krishna Kumar,"Embedded Systems, Python, Machine Learning, Signal Processing, C Programming",4.6,8.66,AI Based Fault Detection,1
Vikram Reddy,"Embedded Systems, Python, Machine Learning, Signal Processing, Verilog",2.1,9.2,Image Processing System,1
Vikram Verma,"Embedded Systems, Python, Machine Learning, VLSI Design, IoT",3.7,9.97,Signal Analyzer,1
Rahul Iyer,"Embedded Systems, Python, Machine Learning, Verilog, MATLAB",1.4,7.94,Smart Home Automation,1
Aarav Sharma,"Embedded Systems, Python, Machine Learning, IoT, Verilog",1.7,8.97,Robotics Arm,1
Sai Kumar,"Embedded Systems, Python, Machine Learning, VLSI Design, Verilog",2.6,8.02,Signal Analyzer,1
Vihaan Iyer,"Embedded Systems, Python, Machine Learning, Signal Processing, VLSI Design",2.7,9.73,FPGA Based Design,1
Rahul Reddy,"Embedded Systems, Python, Machine Learning, VLSI Design, MATLAB",4.9,9.51,IoT Weather Station,1
Sai Naidu,"Embedded Systems, Python, Machine Learning, Signal Processing, IoT",4.5,8.43,AI Based Fault Detection,1
Arjun Verma,"Embedded Systems, Python, Machine Learning, Verilog, Signal Processing",4.1,8.75,Wireless Communication Model,1
Sai Yadav,"Embedded Systems, Python, Machine Learning, VLSI Design, Verilog",1,9.05,Wireless Communication Model,1
Aarav Sharma,"Embedded Systems, Python, Machine Learning, IoT, PCB Design",3.3,8.61,IoT Weather Station,1
Sai Reddy,"Embedded Systems, Python, Machine Learning, Signal Processing, VLSI Design",2,7.98,AI Based Fault Detection,1
Sai Patel,"Embedded Systems, Python, Machine Learning, C Programming, IoT",2.7,9.08,Wireless Communication Model,1
Kiran Gupta,"Embedded Systems, Python, Machine Learning, Verilog, Signal Processing",1.4,9.02,Image Processing System,1
Vihaan Patel,"Embedded Systems, Python, Machine Learning, MATLAB, PCB Design",3.5,7.99,Signal Analyzer,1
Kiran Patel,"Embedded Systems, Python, Machine Learning, C Programming, Signal Processing",2.4,8.16,Signal Analyzer,1
Aditya Reddy,"Embedded Systems, Python, Machine Learning, MATLAB, VLSI Design",1.3,8.62,Robotics Arm,1
Arjun Kumar,"Embedded Systems, Python, Machine Learning, PCB Design, Verilog",3.9,7.58,AI Based Fault Detection,1
Aditya Naidu,"Embedded Systems, Python, Machine Learning, Signal Processing, PCB Design",3.9,9.12,Image Processing System,1
Arjun Sharma,"Embedded Systems, Python, Machine Learning, C Programming, PCB Design",3.3,7.53,Smart Home Automation,1
Arjun Reddy,"Embedded Systems, Python, Machine Learning, VLSI Design, Verilog",4.2,7.58,Robotics Arm,1
Krishna Patel,"Embedded Systems, Python, Machine Learning, C Programming, PCB Design",3,9.64,AI Based Fault Detection,1
Vikram Naidu,"Embedded Systems, Python, Machine Learning, VLSI Design, PCB Design",1.6,9.09,FPGA Based Design,1
Vikram Patel,"Embedded Systems, Python, Machine Learning, IoT, MATLAB",3.9,7.58,Signal Analyzer,1
Rohan Gupta,"Embedded Systems, Python, Machine Learning, MATLAB, Signal Processing",1.4,9.31,IoT Weather Station,1
Aditya Sharma,"Embedded Systems, Python, Machine Learning, VLSI Design, PCB Design",1.3,8.33,FPGA Based Design,1
Rahul Iyer,"Embedded Systems, Python, Machine Learning, Signal Processing, C Programming",1.7,8.77,IoT Weather Station,1
Sai Kumar,"Embedded Systems, Python, Machine Learning, C Programming, Signal Processing",3.1,8.66,Image Processing System,1
Vihaan Verma,"Embedded Systems, Python, Machine Learning, MATLAB, IoT",2.8,9.75,IoT Weather Station,1
Rohan Reddy,"Embedded Systems, Python, Machine Learning, Signal Processing, MATLAB",2.3,9.53,Wireless Communication Model,1
Vihaan Patel,"Embedded Systems, Python, Machine Learning, C Programming, VLSI Design",1.5,7.95,Wireless Communication Model,1
Krishna Reddy,"Embedded Systems, Python, Machine Learning, Signal Processing, C Programming",4.4,9.44,IoT Weather Station,1
Kiran Reddy,"Embedded Systems, Python, Machine Learning, PCB Design, IoT",3.6,8.55,Wireless Communication Model,1
Arjun Kumar,"Embedded Systems, Python, Machine Learning, MATLAB, IoT",2.7,9.52,AI Based Fault Detection,1
Kiran Patel,"Embedded Systems, Python, Machine Learning, IoT, MATLAB",4.3,7.65,Smart Home Automation,1
Vikram Yadav,"Embedded Systems, Python, Machine Learning, IoT, VLSI Design",4.2,8.19,AI Based Fault Detection,1
Aditya Naidu,"Embedded Systems, Python, Machine Learning, PCB Design, C Programming",3.4,7.61,Image Processing System,1
Sai Patel,"Embedded Systems, Python, Machine Learning, PCB Design, Verilog",1.7,8.79,IoT Weather Station,1
Aditya Kumar,"Embedded Systems, Python, Machine Learning, Signal Processing, C Programming",2.2,9.77,IoT Weather Station,1
Aarav Kumar,"Embedded Systems, Python, Machine Learning, PCB Design, VLSI Design",4.1,9.01,Signal Analyzer,1
Aarav Patel,"Embedded Systems, Python, Machine Learning, C Programming, MATLAB",1.8,9.95,Image Processing System,1
Aarav Sharma,"Embedded Systems, Python, Machine Learning, VLSI Design, PCB Design",2,9.94,IoT Weather Station,1
Krishna Reddy,"Embedded Systems, Python, Machine Learning, VLSI Design, C Programming",2.2,9.74,IoT Weather Station,1
Vikram Kumar,"Embedded Systems, Python, Machine Learning, Verilog, C Programming",2,9.53,Signal Analyzer,1
Vikram Reddy,"Embedded Systems, Python, Machine Learning, Verilog, PCB Design",4.4,7.73,Robotics Arm,1
Vikram Sharma,"Embedded Systems, Python, Machine Learning, PCB Design, Verilog",2.5,8.85,Smart Home Automation,1
Krishna Gupta,"Embedded Systems, Python, Machine Learning, PCB Design, C Programming",4.3,7.89,Smart Home Automation,1
Rohan Iyer,"Embedded Systems, Python, Machine Learning, C Programming, PCB Design",2.5,8.61,IoT Weather Station,1
Kiran Kumar,"Embedded Systems, Python, Machine Learning, PCB Design, VLSI Design",2.9,9.51,Signal Analyzer,1
Aditya Yadav,"Embedded Systems, Python, Machine Learning, C Programming, MATLAB",4.2,8.57,Image Processing System,1
Aarav Reddy,"Embedded Systems, Python, Machine Learning, Verilog, C Programming",3.9,8.59,Smart Home Automation,1
Aditya Reddy,"Embedded Systems, Python, Machine Learning, Signal Processing, VLSI Design",3,8.06,Robotics Arm,1
Vihaan Iyer,"Embedded Systems, Python, Machine Learning, IoT, PCB Design",3.5,8.51,Signal Analyzer,1
Vikram Kumar,"Embedded Systems, Python, Machine Learning, Verilog, MATLAB",4.6,8.76,AI Based Fault Detection,1
Vihaan Gupta,"Embedded Systems, Python, Machine Learning, Verilog, PCB Design",4.5,8.7,Wireless Communication Model,1
Rohan Gupta,"Embedded Systems, Python, Machine Learning, Verilog, Signal Processing",2.5,8.05,Wireless Communication Model,1
Rahul Gupta,"Embedded Systems, Python, Machine Learning, PCB Design, Signal Processing",2.1,8.71,Robotics Arm,1
Aarav Naidu,"Embedded Systems, Python, Machine Learning, C Programming, MATLAB",2.2,8.66,Robotics Arm,1
Rahul Naidu,"Embedded Systems, Python, Machine Learning, VLSI Design, C Programming",2.9,9.74,FPGA Based Design,1
Rahul Gupta,"Embedded Systems, Python, Machine Learning, IoT, C Programming",4.2,8.46,Robotics Arm,1
Arjun Gupta,"Embedded Systems, Python, Machine Learning, MATLAB, VLSI Design",1.3,7.64,Signal Analyzer,1
Kiran Gupta,"Embedded Systems, Python, Machine Learning, MATLAB, VLSI Design",3.4,9.19,Image Processing System,1
Aditya Iyer,"Embedded Systems, Python, Machine Learning, Verilog, C Programming",3.1,7.81,FPGA Based Design,1
Arjun Yadav,"Embedded Systems, Python, Machine Learning, Signal Processing, Verilog",1.2,7.56,FPGA Based Design,1
